VEHICLE CODE      VEHICLE LITERAL
MOTO-BASH-CYL      ASTRONAUTICAL BASHAN MOTORCYCLE MFG. CO., LTD. OR BASHAN MOTOR/BASHAN MOTORCYCLE NULL
MOTO-BBW-CYL       BOURGET'S BIKE WORKS MOTORCYCLE
MOTO-BDFL-CYL      BENDER-FLORIN MOTORCYCLE
MOTO-BEBE-CYL      BEBE MOTORCYCLE
MOTO-BENE-CYL      BENELLI (ITALY) MOTORCYCLE
MOTO-BETA-CYL      BETA MOTORCYCLE
MOTO-BGCF-CYL      BIG CHIEF MOTORSPORTS NULL
MOTO-BGCH-CYL      BIG BEAR CHOPPERS MOTORCYCLE
MOTO-BGDG-CYL      BIG DOG CUSTOM MOTORCYCLES, IN MOTORCYCLE
MOTO-BGHM-CYL      BINGHAM MOTORCYCLE
MOTO-BIAN-CYL      BIANCHI MOTORCYCLE
MOTO-BIMO-CYL      BI-MOTOR STALLION MOTORCYCLE
MOTO-BIRD-CYL      BIRD MOTORCYCLE
MOTO-BLAE-CYL      BLAZER MOTORCYCLE
MOTO-BMCM-CYL      BMC MOTORCYCLE CO NULL
MOTO-BMW-CYL       BMW MOTORCYCLE
MOTO-BMX-CYL       BMX NULL
MOTO-BNZA-CYL      BONANZA MOTORCYCLE
MOTO-BOMB-CYL      BOMBARDIER LTD. MOTORCYCLE
MOTO-BOND-CYL      BOND MOTORCYCLE
MOTO-BOSS-CYL      BOSS MOTORCYCLE
MOTO-BREK-CYL      BREAK MOTORCYCLE
MOTO-BRID-CYL      BRIDGESTONE MOTORCYCLE
MOTO-BRLL-CYL      BORELLA MOTORCYCLE
MOTO-BRON-CYL      BRONCCO (ITALY) MOTORCYCLE
MOTO-BRST-CYL      BRIGGS & STRATTON CORP. MOTORCYCLE
MOTO-BRTT-CYL      BARETTA MOTORCYCLE
MOTO-BRUT-CYL      BRUTT MOTORCYCLE
MOTO-BSA-CYL       BSA (UNITED KINGDOM) MOTORCYCLE
MOTO-BTVS-CYL      BATAVUS MO-PED MOTORCYCLE
MOTO-BUEL-CYL      BUELL MOTOR CO. MOTORCYCLE
MOTO-BUG-CYL       BUG MOTORCYCLE
MOTO-BULT-CYL      BULTACO (SPAIN) MOTORCYCLE
MOTO-BYNG-CYL      BUYANG GROUP CO., LTD NULL
MOTO-CAAR-CYL      CARABELA (MEXICO) MOTORCYCLE
MOTO-CABK-CYL      CAMPUS BIKE MOTORCYCLE
MOTO-CACY-CYL      CAPER CYCLE MOTORCYCLE
MOTO-CAFF-CYL      CALIFFO MOTORCYCLE
MOTO-CAGI-CYL      CAGIVA MOTORCYCLE
MOTO-CALO-CYL      CAPRIOLO MOTORCYCLE
MOTO-CANA-CYL      CAN-AM MOTORCYCLE
MOTO-CANN-CYL      CANNONDALE CORPORATION, MAKER MOTORCYCLE
MOTO-CAPR-CYL      CAPRI MOTORCYCLE
MOTO-CASL-CYL      CASAL MOTORCYCLE
MOTO-CATM-CYL      CAT MOTORCYCLE
MOTO-CBRO-CYL      CARTER BROTHERS MOTORCYCLE
MOTO-CBTL-CYL      CBTL MOTORCYCLE
MOTO-CCCH-CYL       NULL
MOTO-CCCY-CYL      CAREFREE CUSTOM CYCLES, LLC MOTORCYCLE
MOTO-CENT-CYL      CENTAUR MOTORCYCLE
MOTO-CEZE-CYL      CEZETTA MOTORCYCLE
MOTO-CHAP-CYL      CHAPARRAL MOTORCYCLE
MOTO-CHIB-CYL      CHIBI MOTORCYCLE
MOTO-CHMC-CYL      CHEROKEE MOTORCYLE CO (FORMER MOTORCYCLE
MOTO-CHMM-CYL      CHUANL MOTORCYCLE MFG LTD OR TAIZHOU CHU NULL
MOTO-CHRM-CYL      CHARMING MOTORCYCLE MFG. CO, LTD. OR CHONGQING CHARMING MOTORCYCLE MFG. CO., LTD NULL
MOTO-CHTH-CYL      CHEETAH MOTORCYCLE
MOTO-CIMA-CYL      CIMATTI MOTORCYCLE
MOTO-CLIT-CYL      CLINTON ENGINE CORP. MOTORCYCLE
MOTO-CLMN-CYL      COLEMAN MOTORCYCLE
MOTO-CLOV-CYL      CLOUD ELECTRIC VEHICLES MOTORCYCLE
MOTO-CMCC-CYL      CMCC MOTORCYCLE
MOTO-CMCW-CYL      CCM/CLEWS MOTORCYCLE
MOTO-CMPG-CYL      CAMPAGNA MOTO SPORT, INC MOTORCYCLE
MOTO-COBM-CYL      COBM MOTORCYCLE
MOTO-COCO-CYL      CONMACO, INC. MOTORCYCLE
MOTO-COLB-CYL      COLUMBIA MFG. CO. (SUBSIDIARY MOTORCYCLE
MOTO-COMU-CYL      COMMUTER INDUSTRIES, INC. MOTORCYCLE
MOTO-COND-CYL      CONDOR MOTORCYCLE
MOTO-CONF-CYL      CONFEDERATE MOTOR WORKS, INC. MOTORCYCLE
MOTO-CONT-CYL      CONTINENTAL MOTORCYCLE
MOTO-COOL-CYL      COOLSTER NULL
MOTO-COOP-CYL      COOPER MOTORCYCLE
MOTO-COSM-CYL      COSMO MOTORCYCLE
MOTO-COTN-CYL      COTTON MOTORCYCLE
MOTO-CPIU-CYL      CPI USA MOTORCYCLE
MOTO-CRAF-CYL      CRAFTSMAN (ALSO SEE MAKE SEARS MOTORCYCLE
MOTO-CRBN-CYL       NULL
MOTO-CREL-CYL      CORBIN ELECTRIC MOTORCYCLE
MOTO-CRGR-CYL      CHARGER MOTORCYCLE
MOTO-CSCT-CYL       NULL
MOTO-CTTM-CYL      CLEVELAND T-TRIKE MFG INC MOTORCYCLE
MOTO-CUSH-CYL      CUSHMAN MOTORCYCLE
MOTO-CUYL-CYL      CUYLER CORP. MOTORCYCLE
MOTO-CWPC-CYL      CHOPPER WORKS PERFORMANCE CYCL MOTORCYCLE
MOTO-CYCL-CYL      UNPUBLISHED MOTORCYCLE MFR. (S MOTORCYCLE
MOTO-CYIM-CYL       NULL
MOTO-CYL-CYL       CYL MOTORCYCLE
MOTO-CYSC-CYL      CYCLESCOOT MOTORCYCLE
MOTO-CZ-CYL        CZ (CZECHOSLAVAKIA--ALSO SEE M MOTORCYCLE
MOTO-DALE-CYL      DALESMAN (UNITED KINGDOM) MOTORCYCLE
MOTO-DANU-CYL      DANUVIA MOTORCYCLE
MOTO-DARW-CYL      DARWIN MOTORCYCLE
MOTO-DAZN-CYL      DAZON, INC. MOTORCYCLE
MOTO-DEER-CYL      DEERE, JOHNDEERE & CO. MOTORCYCLE
MOTO-DERB-CYL      DERBI MOTOR CORP. MOTORCYCLE
MOTO-DIBL-CYL      DIABLO PERFORMANCE, LLC NULL
MOTO-DIMO-CYL      DIAMO NULL
MOTO-DINL-CYL      DINL MOTORCYCLE
MOTO-DKR-CYL       DKR MOTORCYCLE
MOTO-DKW-CYL       DKW MOTORCYCLE
MOTO-DMP-CYL       DMP MOTORCYCLE
MOTO-DNLW-CYL      DOWN LOW CUSTOMS NULL
MOTO-DONF-CYL      DONGFANG LINGYUN VEHICLE MODE CO., LTD. OR NINGBO DONGFANG LINGYUN VEHICLE MODE NULL
MOTO-DOT-CYL       DOT MOTORCYCLE
MOTO-DOUM-CYL      DOUGLAS MOTORCYCLE
MOTO-DRBI-CYL       NULL
MOTO-DSCH-CYL       NULL
MOTO-DSPD-CYL      DESPERADO MOTOR RACING & MOTOR MOTORCYCLE
MOTO-DUCA-CYL      DUCATI MOTORCYCLE
MOTO-DYCY-CYL      DYNACYCLE MOTORCYCLE
MOTO-DYTC-CYL      DTYC MOTORCYCLE
MOTO-ECOB-CYL      ECO-BIKE ELEC MOTORCYCLE MOTORCYCLE
MOTO-ECTA-CYL      ECSTASY TRIKES OF ALLENTOWN, I MOTORCYCLE
MOTO-EDWN-CYL      EDWINS MOTORCYCLE
MOTO-EGLE-CYL      EAGLE (ALSO SEE MAKE AMERICAN MOTORCYCLE
MOTO-EKCH-CYL      SHANGHAI EK-CHOR MOTORCYCLE CO MOTORCYCLE
MOTO-ELCY-CYL      ELECTRIC CYCLE MOTORCYCLE
MOTO-ELMS-CYL      ELECTRIC MOTORSPORT, INC. NULL
MOTO-EMML-CYL      EML MOTORCYCLE
MOTO-ENMC-CYL      ENCORE MOTORCYCLE CO., USA MOTORCYCLE
MOTO-ESIX-CYL      ESSIX MOTORCYCLE
MOTO-ETON-CYL      E-TON DYNAMICS TECHNOLOGY INDU MOTORCYCLE
MOTO-EVNI-CYL      ELECTRIC VEHICLES NORTHWEST,IN MOTORCYCLE
MOTO-EVSI-CYL      ELECTRIC VEHICLE SYSTEMS, INC MOTORCYCLE
MOTO-EVTT-CYL       NULL
MOTO-EVTX-CYL      ELECTRIC VEHICLES OF TEXAS MOTORCYCLE
MOTO-EXCH-CYL      EXOTIC CHOPPERS NULL
MOTO-EXCR-CYL      EXCELSIOR MOTORCYCLE
MOTO-EXCY-CYL      EXTREME CYCLES MOTORCYCLE
MOTO-EXHE-CYL      EXCELSIOR-HENDERSON MOTORCYCLE MOTORCYCLE
MOTO-EXPL-CYL      EXPLORER MOTORCYCLE
MOTO-EZGO-CYL       NULL
MOTO-FATC-CYL      FAT CITY CHOPPERS MOTORCYCLE
MOTO-FEIL-CYL       NULL
MOTO-FHL-CYL       FHL MOTORCYCLE
MOTO-FLAN-CYL      A.CLAEYS FLANDRIA (BELGIUM,IMP MOTORCYCLE
MOTO-FLEO-CYL      BIG BEAR (MFD. BY FLEXO PRODUC MOTORCYCLE
MOTO-FLYI-CYL      FLYING DUTCHMAN MOTORCYCLE
MOTO-FN-CYL        FN MOTORCYCLE
MOTO-FNTM-CYL      FANTIC MOTORCYCLE
MOTO-FOMO-CYL      FOREMOST (ALSO SEE MAKE J.C.PE MOTORCYCLE
MOTO-FOX-CYL       FOX MOTORCYCLE
MOTO-FOXI-CYL      FOXI MOTORCYCLE
MOTO-FRBA-CYL      FRANCIS-BARNETT MOTORCYCLE
MOTO-FRUN-CYL      FRUIN MOTORCYCLE
MOTO-FTRC-CYL      FAST TRAC (CHMC AS OF 10/03) MOTORCYCLE
MOTO-FUJI-CYL      FUJI ROBBT JR (MFD. BY H-MVEHI MOTORCYCLE
MOTO-FUTO-CYL       NULL
MOTO-GABB-CYL      GABBIANNO MOTORCYCLE
MOTO-GADB-CYL      GADABOUT MOTORCYCLE
MOTO-GARE-CYL      GARELLI MOTORCYCLE
MOTO-GATM-CYL      GATOR MOTO, LLC NULL
MOTO-GEMI-CYL      GEMINI MOTORCYCLE
MOTO-GENR-CYL      GENERAL MOPED CO. (NEW YORK,NE MOTORCYCLE
MOTO-GENU-CYL      GENUINE SCOOTER CO NULL
MOTO-GGMA-CYL      GAS GAS MOTORS OF AMERICA, LLC MOTORCYCLE
MOTO-GILE-CYL      GILERA MOTORCYCLE
MOTO-GILL-CYL      GILL MFG. CO. MOTORCYCLE
MOTO-GISN-CYL      GILSON MOTORCYCLE
MOTO-GITA-CYL      GITANE MOTORCYCLE
MOTO-GLBE-CYL      GLOBE MOTORCYCLE
MOTO-GLDI-CYL       NULL
MOTO-GLDV-CYL      GOLDENVALE, INC. MOTORCYCLE
MOTO-GLMB-CYL      GOLFMOBILE MOTORCYCLE
MOTO-GOEV-CYL      GORILLA ELECTRIC VEHICLES MOTORCYCLE
MOTO-GOGO-CYL      GOGOMOBILE MOTORCYCLE
MOTO-GOKA-CYL       NULL
MOTO-GOKT-CYL      GO KART MOTORCYCLE
MOTO-GREV-CYL      GREEVES MOTORCYCLE
MOTO-GRMP-CYL       NULL
MOTO-GROV-CYL      GROVE MOTORCYCLE
MOTO-GRRM-CYL      GRM MOTORCYCLE
MOTO-GRYE-CYL      GRYCNER MOTORCYCLE
MOTO-GUAN-CYL      GUANGYU MOTORCYCLE MFG. OR CHONGQING GUANGYU MOTORCYCLE MFG. NULL
MOTO-GUIZ-CYL      GUIZZO MOTORCYCLE
MOTO-GUZO-CYL      GUAZZONI MOTORCYCLE
MOTO-HANM-CYL      HANMA NULL
MOTO-HANS-CYL      HANSON MACHINERY CO. MOTORCYCLE
MOTO-HAWT-CYL      HAWTHORNE MOTORCYCLE
MOTO-HCHE-CYL       NULL
MOTO-HD-CYL        HARLEY-DAVIDSON MOTORCYCLE
MOTO-HEAL-CYL      HEALD, INC. MOTORCYCLE
MOTO-HEAT-CYL      HEATHKIT MOTORCYCLE
MOTO-HEIN-CYL      HEINKEL MOTORCYCLE
MOTO-HERC-CYL      HERCULES MOTORCYCLE
MOTO-HGON-CYL      HAGON MOTORCYCLE
MOTO-HIAW-CYL      HIAWATHA MOTORCYCLE
MOTO-HLDH-CYL      HOLANDIA HOLDER MOTORCYCLE
MOTO-HMVE-CYL      FREE-WAY II, (MFD. BY H-MVEHIC MOTORCYCLE
MOTO-HNSM-CYL      HENSIM USA, INC. OR CHONGQUING HENSIM GROUP CO., LTD NULL
MOTO-HODA-CYL      ACE (MODEL OF HODAKA) MOTORCYCLE
MOTO-HOF-CYL       HOFFMAN MOTORCYCLE
MOTO-HOMD-CYL      HOMEMADE MOTORCYCLE CODE (SEEO MOTORCYCLE
MOTO-HOND-CYL      HONDA MOTORCYCLE
MOTO-HORX-CYL      HOREX MOTORCYCLE
MOTO-HOWH-CYL       NULL
MOTO-HRTR-CYL      HERTER MOTORCYCLE
MOTO-HUAN-CYL      HUANSONG IND. GRP. CO., LTD. OR CHONGQING HUASONG IND. GRP. CO., LTD. NULL
MOTO-HUAW-CYL      HUAWIN MOTORCYCLE CO., LTD. OR ZHEJIANG SUMMIT HUAWIN MOTORCYCLE CO., LTD. NULL
MOTO-HUFY-CYL      HUFFY CORP. (DAYTON, OHIO) MOTORCYCLE
MOTO-HUML-CYL      HUMMEL MOTORCYCLE
MOTO-HUSA-CYL      HUSA MOTORCYCLE
MOTO-HUSK-CYL      HUSKY MOTORCYCLE
MOTO-HUSQ-CYL      HUSQVARNA MOTORCYCLE
MOTO-HYOS-CYL      HYSONG MOTORCYCLES NULL
MOTO-IND-CYL       INDIAN (TAIWAN) MOTORCYCLE
MOTO-INDI-CYL      INDIANA MOTORCYCLE
MOTO-INGL-CYL      BLANCO (MODEL OF INTRAMOTOR) MOTORCYCLE
MOTO-INMC-CYL      INDEPENDENCE MOTORCYCLE CO. MOTORCYCLE
MOTO-IRON-CYL      IRONWORKS MOTORCYCLE CO NULL
MOTO-ITAK-CYL      ITALIKA MOTORCYCLES NULL
MOTO-ITAL-CYL      ITALJET MOTORCYCLE
MOTO-ITAT-CYL      ITALTELAI MFG. CO. (ITALY) MOTORCYCLE
MOTO-ITAV-CYL      ITALVELO MOTORCYCLE
MOTO-ITOM-CYL      ITOM MOTORCYCLE
MOTO-JAKL-CYL      CHINA JIALING IND. CO., LTD. MOTORCYCLE
MOTO-JAMM-CYL      JAMMER CYCLE PRODUCTS, INC BUR MOTORCYCLE
MOTO-JAWA-CYL      BABETTA (MFD. BY JAWA, IMPORTE MOTORCYCLE
MOTO-JB-CYL        JB MOTORCYCLE
MOTO-JEHM-CYL      JEHM POWERSPORTS MOTORCYCLE
MOTO-JHNY-CYL      JOHNNY PAG.COM NULL
MOTO-JIAJ-CYL      JIAJUE MOTORCYCLE MFG., CO., LTD. OR ZHEJIANG JIAJUE MOTORCYCLE MFG., CO., LTD. MOTORCYCLE
MOTO-JIAL-CYL      JIAL IND., CO., LTD. GROUP NULL
MOTO-JIAN-CYL      JIAN MOTORCYCLE
MOTO-JIJM-CYL      JINJIE MOTOR MFG. CO. LTD. OR JIANGSU JINJIE MOTOR MFG. CO., LTD. MOTORCYCLE
MOTO-JINL-CYL       NULL
MOTO-JINS-CYL      JINS MOTORCYCLE
MOTO-JMCY-CYL      JET MOTORCYCLE
MOTO-JMS-CYL       JAMES MOTORCYCLE
MOTO-JMST-CYL      SHANGHAI JMSTAR MOTORCYCLE CO., LTD NULL
MOTO-JOLI-CYL      JOHNNY LIGHTNING MOTORCYCLE
MOTO-JONW-CYL      JONWAY GROUP CO., LTD NULL
MOTO-JPTR-CYL      JUPITER MOTORCYCLE
MOTO-JRLC-CYL       NULL
MOTO-JUIL-CYL      FIVE-STAR ST, LTD EDITION. OR MOTORCYCLE
MOTO-KAIT-CYL      KAITONG MOTORCYCLE MFG. CO., LTD NULL
MOTO-KAM-CYL       KAMA MOTORCYCLE
MOTO-KAMI-CYL      KAMI MOTORCYCLE
MOTO-KAWK-CYL      KAWASAKI (JAPAN) MOTORCYCLE
MOTO-KAZU-CYL      KAZUMA (STANNIC MFG CO LTD) MOTORCYCLE
MOTO-KCCF-CYL      KILLER CHOPPER CYCLE FABRICATI MOTORCYCLE
MOTO-KCPW-CYL      KC POWERSPORTS NULL
MOTO-KEEW-CYL      KEEWAY AMERICA, LLC NULL
MOTO-KENY-CYL      KENNY BOYCE MOTORCYCLES MOTORCYCLE
MOTO-KINL-CYL      CHONGQUIG KINLON SCIENCE & TEC MOTORCYCLE
MOTO-KITK-CYL      KITTY CAT (KIT KAT) MOTORCYCLE
MOTO-KMSR-CYL      KAMASURA (U.S.A.) MOTORCYCLE
MOTO-KNBR-CYL      KEN-BAR MOTORCYCLE
MOTO-KNCT-CYL      KINETIC MOTORCYCLE
MOTO-KNIV-CYL       NULL
MOTO-KNTC-CYL      KINETIC ENGINEERING LIMITEDPUN MOTORCYCLE
MOTO-KNXM-CYL      KINROAD XINTIAN MOTORCYCLE MFG. NULL
MOTO-KOMR-CYL      KOMAR MOTORCYCLE
MOTO-KRAF-CYL       NULL
MOTO-KRDL-CYL      KREIDLER MOTORCYCLE
MOTO-KROM-CYL      KROMAG (SUBS. OF PUCH) MOTORCYCLE
MOTO-KSEA-CYL      KASEA MOTORCYCLES MOTORCYCLE
MOTO-KTM-CYL       KTM MOTORCYCLE
MOTO-KYMC-CYL      KYMC MOTORCYCLE
MOTO-LAMB-CYL      LAMBRETTA MOTORCYCLE
MOTO-LANR-CYL      LANCER MOTORCYCLE
MOTO-LAVE-CYL      LAVERDA MOTORCYCLE
MOTO-LAZE-CYL      LAZER MOTORCYCLE
MOTO-LCHG-CYL      LONG CHANG MOTORCYCLE
MOTO-LECT-CYL      LECTRACAN MOTORCYCLE
MOTO-LEKT-CYL      LEKTRACYCLE MOTORCYCLE
MOTO-LEM-CYL       LEM MOTORCYCLE
MOTO-LEVI-CYL      LEVI MOTORCYCLE
MOTO-LFTY-CYL       NULL
MOTO-LIFN-CYL      LIFAN IND. GROUP CO., LTD NULL
MOTO-LIGN-CYL      LIGHTNING ROD MOTORCYCLES NULL
MOTO-LILA-CYL      LILAC MOTORCYCLE
MOTO-LILN-CYL      LIL INDIAN MOTORCYCLE
MOTO-LINH-CYL      LINHAI MOPEDS, POWERMAX; CHINA MOTORCYCLE
MOTO-LNCP-CYL      LANCE POWERSPORTS (AKA - ZNEN POWERSPORTS) NULL
MOTO-LNGZ-CYL       NULL
MOTO-LOGI-CYL      LOGIC MOTOR CO MOTORCYCLE
MOTO-LOM-CYL       LOMBARD MOTORCYCLE
MOTO-LTVA-CYL       NULL
MOTO-LUKY-CYL      LUCKY MOTORCYCLE
MOTO-LYMA-CYL      LYMAN METAL PRODUCTS CORP. MOTORCYCLE
MOTO-MADF-CYL       NULL
MOTO-MADM-CYL      MADAMI MOTORCYCLE
MOTO-MAIC-CYL      MAICO (WEST GERMANY) MOTORCYCLE
MOTO-MALA-CYL      MALAGUTI MOTORCYCLE
MOTO-MALN-CYL      MALANCA MOTORCYCLE
MOTO-MALY-CYL      MALYETTE MOTORCYCLE
MOTO-MANC-CYL      MANCO PRODUCTS, INC. MOTORCYCLE
MOTO-MANE-CYL      MANET MOTORCYCLE
MOTO-MARU-CYL      MARUSHO MOTORCYCLE
MOTO-MASY-CYL      MASSEY MOTORCYCLE
MOTO-MATR-CYL      MATRETTE MOTORCYCLE
MOTO-MAV-CYL       MAVERICK MOTORCYCLE
MOTO-MB-CYL         MOTORCYCLE
MOTO-MBEE-CYL      MOTOBEE MOTORCYCLE
MOTO-MDS-CYL       MDS MOTORCYCLE
MOTO-MEIT-CYL      MEITIAN MOTORCYCLE LTD OR SHANGHAI MEITI NULL
MOTO-MELR-CYL      BOBCAT SKID STEER LOADERMANUFACTURED BY NULL
MOTO-MINI-CYL      MINISCOOTER MOTORCYCLE
MOTO-MINN-CYL      MINELLI MOTORCYCLE
MOTO-MMCL-CYL      MINI-MARCELLINO MOTORCYCLE
MOTO-MMCO-CYL      MILWAUKEE MOTORCYCLE CO MOTORCYCLE
MOTO-MNAR-CYL      MONARCH (SWEDEN) MOTORCYCLE
MOTO-MNRK-CYL      MONARK MOTORCYCLE
MOTO-MNSN-CYL      MNSN MOTORCYCLE
MOTO-MOBE-CYL      MOTO BETA MOTORCYCLE
MOTO-MOBI-CYL      MOTOBIC MOTORCYCLE
MOTO-MOCR-CYL      MOTOCICLETAS CARABELA SA MOTORCYCLE
MOTO-MOGU-CYL      MOTO GUZZI (ITALY) MOTORCYCLE
MOTO-MOJA-CYL      MOJAVE MOTORCYCLE
MOTO-MOMO-CYL      MOTO MORINI MOTORCYCLE
MOTO-MOND-CYL      MONDIAL MOTORCYCLE
MOTO-MONT-CYL      MONTE MOTORCYCLE
MOTO-MORU-CYL      MOTO RUMI MOTORCYCLE
MOTO-MOTB-CYL      MOTOBECANE USA MOTORCYCLE
MOTO-MOTM-CYL      MOTOM MOTORCYCLE
MOTO-MOTN-CYL      CLASSIC (MODEL OF MOTRON) MOTORCYCLE
MOTO-MOTS-CYL      MONTESA (SPAIN) MOTORCYCLE
MOTO-MRCO-CYL      MARCO MOTORCYCLE
MOTO-MRTE-CYL      MOTORETTE MOTORCYCLE
MOTO-MTBE-CYL      LEMOPED (MODEL OF MOTOBECANE) MOTORCYCLE
MOTO-MTCH-CYL      MATCHLESS MOTORCYCLE
MOTO-MTD-CYL       LAWN FLITEMFD. BY MTD PRODUCTS MOTORCYCLE
MOTO-MUDD-CYL      MUDD-OX NULL
MOTO-MUHL-CYL      MUHLBERG MOTORCYCLE
MOTO-MURR-CYL      MURRAY OHIO MANUFACTURING CO.B MOTORCYCLE
MOTO-MUST-CYL      MUSTANG MOTORCYCLE
MOTO-MVAU-CYL      M.V. AGUSTA MOTORCYCLE
MOTO-MWCH-CYL      MID-WEST CHOPPERS INC MOTORCYCLE
MOTO-MZ-CYL        MZ MOTORCYCLE
MOTO-NBCC-CYL      NEBRASKA CUSTOM CYCLES NULL
MOTO-NEGR-CYL      HARVARD (MODEL OF NEGRINI) MOTORCYCLE
MOTO-NEVM-CYL      NEVAL MOTORCYCLES LTD. MOTORCYCLE
MOTO-NFLD-CYL      ENFIELD INDIA LIMITEDMADRAS, I MOTORCYCLE
MOTO-NORM-CYL      NORMAN MOTORCYCLE
MOTO-NORT-CYL      NORTON (ENGLAND) MOTORCYCLE
MOTO-NSU-CYL       NSU PRINZ MOTORCYCLE
MOTO-NUON-CYL      NUMBER ONE MOTORCYCLE
MOTO-NVTA-CYL      NVT AMERICA (MOPED) MOTORCYCLE
MOTO-NYCC-CYL       NULL
MOTO-OCCH-CYL      ORANGE COUNTY CHOPPERS MOTORCYCLE
MOTO-ODSS-CYL      ODYSSEY MOTORCYCLE
MOTO-OMEG-CYL      OMEGA (ITALIAN) MOTORCYCLE
MOTO-OPL-CYL       OPEL MOTORCYCLE
MOTO-OSCH-CYL      OSCHOOL CHOPPERS, LLC NULL
MOTO-OSSA-CYL      OSSA (SPAIN) MOTORCYCLE
MOTO-OZBK-CYL      OZBIKE MOTORCYCLE
MOTO-PACE-CYL      PACEMAKER MOTORCYCLE
MOTO-PACS-CYL      PACESETTER MOTORCYCLE
MOTO-PAIS-CYL      PARIS MOTORCYCLE
MOTO-PAND-CYL      PANDA MOTOR SPORTS NORTH AMERI MOTORCYCLE
MOTO-PANN-CYL      PANNONIA MOTORCYCLE
MOTO-PANT-CYL      PANTHER MOTORCYCLE
MOTO-PARI-CYL      PARILLA MOTORCYCLE
MOTO-PAUG-CYL      PAUGHCO, INC.CARSON CITY, NV MOTORCYCLE
MOTO-PDRS-CYL      PEDERSON MOTORCYCLE
MOTO-PDV-CYL       PDV MOTORCYCLE
MOTO-PEDA-CYL      PEDALPOWER ELECTROPED MOTORCYCLE
MOTO-PEDD-CYL      PEDDLERS CHOICE MOTORCYCLE
MOTO-PEGA-CYL      PEGASO MOTORCYCLE
MOTO-PENN-CYL      J. C. PENNEY MOTORCYCLE
MOTO-PENT-CYL      PENTON (KTM--AUSTRIA) MOTORCYCLE
MOTO-PEUG-CYL      PEUGEOT MOTORCYCLE
MOTO-PHOE-CYL      PHOENIX MOTORCYCLE
MOTO-PIAG-CYL      PIAGGIO GROUP AMERICAS, INC. NULL
MOTO-PIAZ-CYL      PIAZIO MOTORCYCLE
MOTO-PINT-CYL      PINTO MOTORCYCLE
MOTO-PIST-CYL      PISTER PRO NULL
MOTO-PNTA-CYL      PANTERRA MOTORCYCLE
MOTO-PNZR-CYL      PNZR MOTORCYCLE
MOTO-POIN-CYL      POINTER MOTORCYCLE
MOTO-POLI-CYL      POLI MOTORCYCLE
MOTO-POLS-CYL      E-Z-GOSEE POLARIS INDUSTRIES I MOTORCYCLE
MOTO-PONY-CYL      PONYCYCLE MOTORCYCLE
MOTO-POWL-CYL      POWELL MOTORCYCLE
MOTO-PRCW-CYL      PRECISION CYCLE WORKS MOTORCYCLE
MOTO-PREM-CYL      PREMIER MOTORCYCLE
MOTO-PROG-CYL      PROGRESS MOTORCYCLE
MOTO-PROM-CYL      PROMARK PRODUCTS CORP. MOTORCYCLE
MOTO-PRYE-CYL      PRYER INDUSTRIES (ADA, OHIO) MOTORCYCLE
MOTO-PSCC-CYL      PURE STEEL CUSTOM CYCLES, INC. MOTORCYCLE
MOTO-PUCH-CYL      PUCH MOTORCYCLE
MOTO-PWDY-CYL      POWER DYNE MOTORCYCLE
MOTO-QING-CYL      QUINGQI GROUP, INC MOTORCYCLE
MOTO-QINJ-CYL      QIANJIANG MOTORCYCLE GROUP COR MOTORCYCLE
MOTO-QIYE-CYL      QIYE SCOOTER CO., LTD. OR ZHEJIANG QIYE SCOOTER CO., LTD. NULL
MOTO-QLNK-CYL      QLINK OR QLINK,LP NULL
MOTO-QNTY-CYL       NULL
MOTO-RABB-CYL      RABBIT MOTORCYCLE
MOTO-RABJ-CYL      RABBIT, JR. MOTORCYCLE
MOTO-RCCM-CYL      RC COMPONENTS MOTORCYCLE
MOTO-RDER-CYL      RAIDER MOTORCYCLE
MOTO-RDLY-CYL      RIDLEY MOTORCYCLE COMPANY; OKL MOTORCYCLE
MOTO-RDSK-CYL      RED STREAK SCOOTERS NULL
MOTO-RECO-CYL      RECONSTRUCTED MOTORCYCLE (SEEO MOTORCYCLE
MOTO-RECR-CYL      RECREATIVE INDUSTRIES, INC. MOTORCYCLE
MOTO-REDC-CYL      REDC MOTORCYCLE
MOTO-REDH-CYL      RED HORSE MOTORWORKS MOTORCYCLE
MOTO-REDN-CYL      REDNECK ENGINEERING NULL
MOTO-REVN-CYL      REVCON MOTORCYCLE
MOTO-REWA-CYL      REWACO-TRIKES, LLC OR REWACO-TRIKES USA NULL
MOTO-REX-CYL       REX MOTORCYCLE
MOTO-RICK-CYL      RICKMAN MOTORCYCLE
MOTO-RIVI-CYL      RIVIERA MOTORCYCLE
MOTO-RIVS-CYL      MONTGOMERY WARD (RIVERSIDE)MON MOTORCYCLE
MOTO-RKTA-CYL      ROKETA POWERSPORTS NULL
MOTO-RKWL-CYL      ROCKWELL MOTORCYCLE
MOTO-ROCK-CYL      ROCKFORD MOTORCYCLE
MOTO-ROEN-CYL      ROYAL ENFIELD MOTORCYCLE
MOTO-ROKN-CYL      ROKON MOTORCYCLE
MOTO-ROLL-CYL      ROLLFAST MOTORCYCLE
MOTO-RORU-CYL      ROAD RUNNER MOTORCYCLE
MOTO-RPTR-CYL      RPTR MOTORCYCLE
MOTO-RRMM-CYL      RRMM MOTORCYCLE
